YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR
2017,10,12,29.07,25.72,27.39,29.12,0.88,29.49,28.61,20.69,82.12,16.1
2017,10,13,28.82,26.5,27.65,28.98,0.79,29.08,28.28,21.79,87.19,45.22
2017,10,14,29.16,26.79,27.98,28.83,0.45,29.39,28.94,22.22,86.94,15.26
2017,10,15,28.89,26.3,27.59,28.74,0.52,29.15,28.64,21.42,85.81,17.79
2017,10,16,28.98,26.09,27.54,28.69,0.55,29.23,28.69,21.12,84.44,1.66
2017,10,17,29.05,25.05,27.05,28.69,0.59,29.4,28.81,19.84,79.06,0.76
2017,10,18,28.91,25.09,27,28.8,0.29,29.01,28.72,19.9,79.81,0.94
2017,10,19,28.76,24.98,26.87,28.51,0.48,28.94,28.47,19.78,79.94,0.98
2017,10,20,28.23,25.33,26.78,28.26,0.84,28.55,27.71,20.2,84.25,6.87
2017,10,21,27.3,23.51,25.4,28.3,1.09,27.7,26.62,18.07,79.75,3.21
2017,10,22,26.91,21.87,24.4,28.45,0.83,27.48,26.65,16.36,73.88,1.03
2017,10,23,27.05,21.31,24.18,28.48,0.8,27.48,26.68,15.69,70.75,0.26
2017,10,24,27.66,22.08,24.87,28.53,0.58,27.9,27.33,16.42,71.56,1.15
2017,10,25,27.63,22.83,25.23,28.34,0.6,27.98,27.37,17.21,75.12,8.36
2017,10,26,27.25,21.48,24.37,28.08,0.32,27.38,27.05,15.87,70.69,0.24
2017,10,27,26.87,21.98,24.42,28.05,0.37,27.12,26.75,16.42,74.44,0.23
2017,10,28,26.73,21.99,24.36,28.08,0.65,27.05,26.4,16.42,75.25,0.87
2017,10,29,27.08,23.29,25.19,28.09,0.75,27.44,26.69,17.7,79.75,8.29
2017,10,30,26.6,21.38,23.99,28.06,0.81,26.96,26.14,15.75,73,2.3
2017,10,31,26.6,21.31,23.95,28.01,1.24,27.15,25.9,15.69,72.62,0.09
2017,11,1,27.37,23.3,25.33,27.98,0.69,27.7,27.01,17.76,78.5,1.77
2017,11,2,27.74,24.96,26.35,27.88,0.47,27.94,27.48,19.65,84.75,49.16
2017,11,3,27.8,24.86,26.33,27.9,0.6,28.05,27.45,19.53,83.94,15.93
2017,11,4,27.29,24.64,25.96,27.76,1.09,27.72,26.62,19.23,85.38,70.16
2017,11,5,27.29,24.65,25.98,27.66,0.3,27.41,27.11,19.23,85.44,67.89
2017,11,6,27.79,25.4,26.6,27.73,0.58,27.98,27.4,20.14,86.75,25.66
2017,11,7,27.8,25.23,26.51,27.76,0.28,27.94,27.66,19.96,85.81,1.27
2017,11,8,27.51,24.83,26.17,27.77,0.32,27.64,27.32,19.47,85.25,0.04
2017,11,9,27.37,24.68,26.02,27.71,0.61,27.76,27.15,19.29,85.19,0.13
2017,11,10,27.69,24.45,26.07,27.61,0.39,27.88,27.49,19.04,82.44,3.66
2017,11,11,27.39,25.31,26.35,27.68,0.34,27.51,27.17,20.08,88.31,18.14
2017,11,12,27.05,25.05,26.05,27.87,0.85,27.46,26.6,19.78,88.75,2.86
2017,11,13,27.31,24.94,26.12,28.01,0.85,27.83,26.98,19.65,86.81,0.39
2017,11,14,27.8,24.41,26.11,28.05,0.69,27.98,27.29,18.98,81.75,0.43
2017,11,15,27.35,24.87,26.11,28.12,0.53,27.62,27.09,19.53,86.19,1.04
2017,11,16,27.78,24.7,26.24,28.12,0.95,28.19,27.24,19.35,83.31,0.31
2017,11,17,28.01,25.03,26.52,28.01,0.6,28.25,27.65,19.78,83.81,0.27
2017,11,18,27.62,25.08,26.35,27.75,0.45,27.9,27.44,19.84,86,1.72
2017,11,19,26.65,23.36,25.01,27.67,1.18,27.63,26.45,17.82,82.06,10.49
2017,11,20,27,24.13,25.56,27.69,0.51,27.33,26.82,18.62,84.25,8.51
2017,11,21,27.4,23.9,25.65,27.7,0.45,27.64,27.19,18.37,81.12,3.98
2017,11,22,27.68,23.71,25.69,27.82,0.26,27.8,27.55,18.19,78.94,2.19
2017,11,23,26.72,23.3,25.01,27.8,1.26,27.59,26.33,17.76,81.44,8.21
2017,11,24,26.23,22.54,24.39,27.5,0.32,26.38,26.05,16.85,80.06,6.93
2017,11,25,26.6,23,24.8,27.33,0.57,26.88,26.31,17.33,80.56,8.32
2017,11,26,27.03,24.27,25.65,27.26,0.28,27.19,26.9,18.8,84.75,15.76
2017,11,27,26.94,24.33,25.64,27.17,0.3,27.1,26.8,18.86,85.56,4.37
2017,11,28,27.05,24.15,25.6,27.1,0.32,27.24,26.92,18.68,84.06,0.53
2017,11,29,27.01,23.65,25.33,27.04,0.34,27.19,26.84,18.13,81.81,0.51
2017,11,30,27.06,25.01,26.04,26.98,0.26,27.16,26.91,19.71,88.44,3.68
2017,12,1,26.62,24.44,25.53,26.9,0.85,26.98,26.12,19.04,87.75,6.55
2017,12,2,26.25,23.36,24.8,26.89,0.27,26.37,26.11,17.82,84,2.12
2017,12,3,26.48,23.8,25.14,26.87,0.43,26.66,26.23,18.31,85.19,0.95
2017,12,4,26.02,22.38,24.2,26.76,0.9,26.43,25.53,16.78,80.31,0.96
2017,12,5,25.22,20.09,22.65,26.62,0.47,25.48,25.01,14.53,73.12,0.37
2017,12,6,25.29,21.12,23.2,26.58,0.69,25.67,24.98,15.5,77.62,1.71
2017,12,7,25.7,21.7,23.7,26.53,0.75,26.02,25.27,16.05,78.5,1.41
2017,12,8,24.46,21.55,23.01,26.24,1.6,25.3,23.69,15.93,83.75,5.67
2017,12,9,23.9,20.46,22.18,25.98,0.98,24.38,23.41,14.89,81,6.61
2017,12,10,24.9,21.57,23.24,25.95,0.96,25.24,24.29,15.93,81.62,5.93
2017,12,11,25.11,21.15,23.13,25.93,0.62,25.33,24.71,15.5,78.62,2.45
2017,12,12,24.85,20.66,22.76,26.11,0.48,25.1,24.62,15.08,77.44,1.81
2017,12,13,25.15,20.91,23.03,26.13,0.3,25.32,25.03,15.32,77.25,0.13
2017,12,14,24.93,20.12,22.52,26.03,0.59,25.17,24.58,14.53,74.5,0.07
2017,12,15,24.55,19.89,22.22,25.94,0.32,24.7,24.38,14.34,75.12,0.01
2017,12,16,24.72,20.16,22.44,25.85,0.62,24.97,24.35,14.59,75.69,0.19
2017,12,17,23.06,19.15,21.1,25.8,1.22,24.08,22.87,13.67,78.5,2.96
2017,12,18,23.69,20.03,21.86,25.8,1.01,24.18,23.17,14.47,79.88,4.35
2017,12,19,23.94,20.87,22.41,25.63,0.44,24.18,23.74,15.2,82.81,8.24
2017,12,20,23.91,20.26,22.08,25.7,0.52,24.21,23.69,14.59,79.94,7.86
2017,12,21,23.08,18.56,20.82,25.62,1.11,23.84,22.73,13.12,75.62,0.4
2017,12,22,23.72,19.96,21.83,25.42,0.75,24.04,23.29,14.4,79.38,0.38
2017,12,23,24.52,21.55,23.04,25.38,1.13,25.09,23.96,15.93,83.44,0.76
2017,12,24,25.29,23.65,24.47,25.48,0.49,25.52,25.03,18.13,90.56,3.03
2017,12,25,23.94,20.65,22.3,25.56,1.84,25.37,23.53,15.08,81.75,2.44
2017,12,26,24.12,20.87,22.49,25.59,0.34,24.26,23.93,15.2,81.94,1.2
2017,12,27,23.85,20.04,21.94,25.63,0.45,24.1,23.65,14.47,79.12,0.59
2017,12,28,24.46,20.51,22.49,25.75,0.93,24.89,23.96,14.89,78.56,6.53
2017,12,29,24.64,20.39,22.51,26.01,0.53,24.85,24.32,14.77,77.12,0.11
2017,12,30,24.51,19.11,21.81,26.34,0.43,24.77,24.34,13.61,71.75,0.02
2017,12,31,24.31,19.07,21.69,26.53,0.48,24.55,24.08,13.61,72.5,0.01
2018,1,1,24.58,19.59,22.09,26.49,0.9,25.05,24.15,14.04,73.62,0.15
2018,1,2,24.45,19.54,21.99,26.37,0.59,24.8,24.22,13.98,74,0.38
2018,1,3,24.55,19.87,22.21,26.2,0.53,24.81,24.28,14.28,75.12,0.02
2018,1,4,24.98,21.21,23.09,26.05,0.98,25.52,24.55,15.56,79.5,0.45
2018,1,5,25.62,22.92,24.27,26.07,1.1,26.09,24.99,17.33,84.94,3.33
2018,1,6,25.37,23,24.19,26.08,0.94,25.87,24.93,17.4,86.56,1.46
2018,1,7,26.07,22.95,24.51,26.19,0.45,26.31,25.86,17.4,82.88,0.4
2018,1,8,26.51,24.26,25.38,26.43,0.66,26.86,26.2,18.8,87.38,0.3
2018,1,9,24.26,21.51,22.89,26.44,2.95,26.06,23.12,15.93,84.56,1.71
2018,1,10,22.21,19.01,20.61,26.26,1.4,22.97,21.57,13.49,81.94,8.28
2018,1,11,21.42,17.89,19.65,26.11,0.32,21.52,21.2,12.57,80.19,11.94
2018,1,12,21,16.34,18.67,25.97,0.84,21.26,20.42,11.35,74.62,5.98
2018,1,13,21.18,16.1,18.64,25.87,1.23,21.83,20.61,11.23,72.62,1.95
2018,1,14,22.87,18.4,20.64,25.73,1.66,23.55,21.87,13,75.81,2.88
2018,1,15,23.98,20.79,22.38,25.71,1.43,24.83,23.41,15.14,82.19,3.4
2018,1,16,25.58,22.67,24.12,25.91,1.02,25.93,24.91,17.09,83.88,4.8
2018,1,17,26.08,23.33,24.71,26.04,0.38,26.23,25.85,17.82,84.81,0.82
2018,1,18,26.08,23.08,24.58,26.14,0.62,26.26,25.63,17.52,83.44,0.42
2018,1,19,25.54,22.18,23.86,26.3,0.48,25.74,25.26,16.54,81.62,0.07
2018,1,20,25.41,22.02,23.72,26.33,0.6,25.8,25.2,16.36,81.44,0.48
2018,1,21,25.98,22.36,24.17,26.3,0.29,26.09,25.8,16.78,80.38,0.28
2018,1,22,25.91,23.55,24.73,26.38,0.52,26.13,25.62,18.07,86.75,4.17
2018,1,23,24.89,22.29,23.59,26.42,1.11,25.58,24.48,16.72,85.44,2.52
2018,1,24,24.9,21.69,23.3,26.39,0.44,25.12,24.69,16.11,82.25,1.32
2018,1,25,25.3,22.51,23.9,26.33,0.46,25.56,25.11,16.91,84.44,3.7
2018,1,26,25.4,22.67,24.04,26.26,1.1,25.87,24.76,17.09,84.75,2.28
2018,1,27,24.83,21.62,23.22,26.12,1.04,25.55,24.51,15.99,82.19,2.93
2018,1,28,25.92,22.35,24.13,26.05,0.62,26.22,25.6,16.78,80.56,3.24
2018,1,29,24.08,20.89,22.49,26.08,2.83,25.96,23.14,15.32,82.25,7.76
2018,1,30,23.72,19.77,21.75,26.2,1.15,24.28,23.14,14.22,78.44,0.83
2018,1,31,25.08,21.16,23.12,26.19,1.62,25.81,24.19,15.5,78.75,0.94
2018,2,1,24.06,20.66,22.36,26.19,2.37,25.73,23.36,15.08,81.19,4.29
2018,2,2,23.82,19.7,21.76,26.18,0.62,24.11,23.49,14.16,77.69,1.08
2018,2,3,22.99,19.36,21.18,26.05,1.23,23.67,22.44,13.85,79.88,3.82
2018,2,4,22.31,18.97,20.64,25.98,0.61,22.58,21.98,13.49,81.25,4.53
2018,2,5,21.96,18.54,20.25,25.98,0.66,22.38,21.72,13.12,80.81,5.39
2018,2,6,21.63,17.5,19.56,25.8,0.34,21.82,21.48,12.33,77.25,5.04
2018,2,7,21.96,18.36,20.15,25.59,1.01,22.44,21.44,13,79.94,9.99
2018,2,8,22.62,19.27,20.95,25.38,1.35,23.44,22.09,13.79,81.25,8.47
2018,2,9,24.05,20.95,22.5,25.33,1.35,24.65,23.3,15.38,82.69,1.81
2018,2,10,24.94,22.44,23.69,25.42,0.49,25.14,24.65,16.85,85.81,0.86
2018,2,11,23.65,20.35,22.01,25.4,1.89,24.83,22.94,14.77,81.69,3.04
2018,2,12,22.4,18.59,20.49,25.39,0.99,23.15,22.15,13.12,78.94,7.8
2018,2,13,22.33,17.94,20.13,25.62,1,22.9,21.9,12.63,76.06,3.62
2018,2,14,23.7,19.95,21.83,25.79,2.37,25.22,22.85,14.34,79.44,1.93
2018,2,15,25.89,23.16,24.52,25.9,0.76,26.07,25.31,17.58,84.81,0.16
2018,2,16,26.04,24.35,25.19,26.18,0.28,26.19,25.9,18.92,90.31,2.3
2018,2,17,25.22,22.73,23.98,26.2,1.38,26.01,24.62,17.15,86,2.51
2018,2,18,25.23,22.73,23.98,26.23,0.89,25.69,24.8,17.09,86,1.23
2018,2,19,26.19,23.58,24.89,26.45,0.8,26.5,25.69,18.01,85.5,0.9
2018,2,20,26.48,23.44,24.96,26.67,0.53,26.66,26.12,17.88,83.38,0.31
2018,2,21,26.55,23.03,24.79,26.8,0.88,27.02,26.14,17.46,81,0.38
2018,2,22,25.39,22.77,24.08,26.78,0.66,25.75,25.1,17.15,85.31,1.51
2018,2,23,24.95,21.65,23.3,26.73,0.68,25.34,24.66,15.99,81.88,1.42
2018,2,24,25.58,22.33,23.95,26.7,0.88,26.04,25.16,16.66,82.06,1.14
2018,2,25,26.09,22.08,24.08,26.75,0.38,26.23,25.86,16.42,78.5,0.47
2018,2,26,24.94,21.79,23.36,26.58,1.23,25.76,24.53,16.11,82.56,10.53
2018,2,27,25.08,21.37,23.23,26.48,0.83,25.55,24.73,15.75,79.88,2.24
2018,2,28,26.01,23.01,24.51,26.58,0.88,26.36,25.49,17.46,83.44,2.97
2018,3,1,26.26,23.69,24.98,26.69,0.81,26.64,25.83,18.19,85.69,7.14
2018,3,2,27.01,24.3,25.65,27.05,0.55,27.2,26.65,18.86,85.06,6.08
2018,3,3,27.21,24.55,25.88,27.34,0.68,27.59,26.91,19.17,85.31,0.41
2018,3,4,27.25,24.88,26.07,27.33,0.52,27.44,26.93,19.53,86.81,0.49
2018,3,5,27.06,24,25.53,27.34,0.52,27.3,26.77,18.55,83.31,0.07
2018,3,6,26.32,23.49,24.9,27.26,1.47,27.08,25.61,17.94,84.38,0.37
2018,3,7,25.39,21.83,23.61,26.96,0.31,25.54,25.23,16.17,80.62,0.41
2018,3,8,25,21.34,23.17,26.91,1.04,25.22,24.18,15.75,80.06,2.08
2018,3,9,22.9,19.05,20.97,26.57,1.31,23.85,22.55,13.61,78.81,6.57
2018,3,10,22.83,17.65,20.24,26.58,0.59,23.08,22.49,12.39,72.5,0.24
2018,3,11,23.55,17.99,20.77,26.7,1.17,24.05,22.89,12.7,70.88,0.04
2018,3,12,23.95,18.07,21.01,26.59,0.73,24.41,23.68,12.76,69.56,0.05
2018,3,13,25.01,19.85,22.43,26.69,1.13,25.51,24.37,14.34,73,0.96
2018,3,14,25.66,21.47,23.56,26.68,0.45,25.87,25.41,15.81,77.56,0.09
2018,3,15,25.76,21.98,23.87,26.68,1.16,26.3,25.13,16.36,79.56,0.37
2018,3,16,25.75,21.98,23.87,26.89,0.56,26.11,25.54,16.36,79.56,0.79
2018,3,17,25.41,22.17,23.79,26.81,0.38,25.62,25.24,16.54,82.19,0
2018,3,18,25.33,22.18,23.76,26.63,0.38,25.53,25.15,16.54,82.56,0
2018,3,19,25.87,22.85,24.36,26.58,0.91,26.26,25.35,17.27,83.38,0.02
2018,3,20,25.94,23.38,24.66,26.66,0.49,26.18,25.69,17.88,85.69,0.25
2018,3,21,24.71,21.53,23.12,26.58,1.95,25.56,23.61,15.93,82.38,1.03
2018,3,22,23.14,18.86,21,26.59,0.41,23.44,23.03,13.43,76.75,0.44
2018,3,23,23.32,18.51,20.92,26.55,0.38,23.45,23.08,13.12,74.31,0.21
2018,3,24,23.33,18.07,20.69,26.4,0.33,23.44,23.12,12.76,72.19,0.02
2018,3,25,23.8,18.61,21.21,26.37,1.22,24.45,23.24,13.18,72.56,0.66
2018,3,26,24.66,19.46,22.06,26.39,0.67,24.9,24.23,13.92,72.69,0.02
2018,3,27,24.87,19.92,22.4,26.55,0.58,25.15,24.58,14.4,73.88,0
2018,3,28,24.93,20.61,22.77,26.79,0.52,25.17,24.65,15.01,76.88,0
2018,3,29,25.23,21.62,23.43,26.84,0.79,25.62,24.83,15.99,80.25,0.76
2018,3,30,25.26,21.68,23.47,26.8,0.41,25.44,25.03,16.05,80.44,0.75
2018,3,31,24.62,19.66,22.14,26.8,0.45,24.89,24.44,14.16,73.81,0.01
2018,4,1,24.89,20.33,22.61,26.81,0.89,25.24,24.35,14.77,75.69,0.69
2018,4,2,25.13,21.19,23.16,26.87,0.35,25.24,24.9,15.56,78.69,0.06
2018,4,3,25.24,21.73,23.48,26.91,0.48,25.5,25.01,16.11,80.75,0.04
2018,4,4,25.47,22.29,23.88,27.01,0.62,25.85,25.23,16.66,82.5,0.16
2018,4,5,25.96,21.89,23.92,27.06,0.72,26.3,25.58,16.3,78.19,0.1
2018,4,6,26.25,22.12,24.19,27.1,0.72,26.54,25.83,16.54,77.94,0.18
2018,4,7,23.6,19.99,21.8,26.86,2.8,25.6,22.8,14.47,80.06,3.43
2018,4,8,23.6,19.39,21.5,26.9,1.22,24.09,22.87,13.85,77.19,3.19
2018,4,9,24.46,20.9,22.69,26.83,1.14,25.12,23.98,15.26,80.44,0.05
2018,4,10,26.41,23.82,25.12,26.82,1.76,26.95,25.19,18.31,85.56,5.77
2018,4,11,26.8,24.51,25.65,26.96,0.23,26.94,26.71,19.1,87.12,1.15
2018,4,12,27.02,24.68,25.85,27.12,0.52,27.22,26.7,19.29,86.88,0.76
2018,4,13,27.25,25.05,26.15,27.33,0.41,27.47,27.06,19.71,87.69,0.47
2018,4,14,27.38,24.73,26.05,27.32,0.61,27.68,27.08,19.41,85.31,0.31
2018,4,15,26.74,24.55,25.64,27.11,1.09,27.23,26.15,19.17,87.69,1.35
2018,4,16,26.29,23.76,25.02,27.14,0.96,26.73,25.77,18.25,85.88,1.29
2018,4,17,26.27,23.68,24.98,27.12,0.66,26.6,25.94,18.13,85.56,1.94
2018,4,18,25.98,22.87,24.42,27.01,0.86,26.47,25.6,17.27,82.94,0.4
2018,4,19,26.28,22.47,24.37,27.12,0.66,26.55,25.9,16.85,79.5,0.1
2018,4,20,26.11,22.5,24.3,27.25,0.9,26.74,25.84,16.91,80.44,0.04
2018,4,21,27.04,24.69,25.87,27.47,0.54,27.32,26.77,19.35,86.94,0.79
2018,4,22,27.11,25.37,26.24,27.64,0.96,27.59,26.63,20.14,90.12,1.35
2018,4,23,27.73,25.23,26.48,27.8,0.48,28.01,27.54,20.02,86.12,2.65
2018,4,24,27.81,24.94,26.37,27.97,0.56,28.04,27.48,19.65,84.31,3.36
2018,4,25,26.77,24.26,25.51,27.76,1.06,27.41,26.35,18.86,86.06,1.97
2018,4,26,26.58,24.03,25.3,27.76,0.58,26.83,26.25,18.55,85.81,2.24
2018,4,27,26.85,24.12,25.48,27.87,0.58,27.12,26.53,18.62,84.88,0.32
2018,4,28,27.02,24.33,25.68,27.95,0.65,27.38,26.73,18.86,85.19,0.27
2018,4,29,27.23,23.9,25.57,27.99,0.27,27.35,27.09,18.43,81.94,0.01
2018,4,30,27.55,24.05,25.8,28,0.59,27.86,27.26,18.55,81.12,0.01
2018,5,1,27.83,24.57,26.2,28.18,0.36,28.05,27.69,19.17,82.38,0.02
2018,5,2,28.45,25.26,26.86,28.43,0.71,28.76,28.05,20.02,82.75,0.12
2018,5,3,28.51,25.23,26.87,28.59,0.69,28.69,28,19.96,82.31,0.15
2018,5,4,27.92,24.89,26.4,28.48,0.59,28.16,27.58,19.53,83.5,0.6
2018,5,5,28.14,24.77,26.46,28.29,0.4,28.3,27.9,19.35,81.88,0.26
2018,5,6,28.33,25.16,26.74,28.27,0.79,28.71,27.92,19.9,82.88,0.74
2018,5,7,28.23,25.41,26.83,28.55,0.22,28.33,28.12,20.2,84.62,2.03
2018,5,8,28.13,24.95,26.54,28.55,0.66,28.57,27.91,19.71,82.88,1.71
2018,5,9,27.73,24.67,26.19,28.72,1.24,28.52,27.28,19.29,83.44,4.2
2018,5,10,27.47,24.68,26.08,28.68,0.55,27.69,27.14,19.29,84.69,1.75
2018,5,11,27.5,24.01,25.75,28.44,0.52,27.72,27.19,18.55,81.19,2.39
2018,5,12,27.51,23.97,25.74,28.39,1.22,28.15,26.94,18.49,80.94,0.36
2018,5,13,28.26,24.48,26.37,28.61,0.48,28.48,28,19.1,79.88,0.29
2018,5,14,28.48,25.06,26.77,28.83,0.71,28.84,28.13,19.78,81.62,0.42
2018,5,15,28.87,26.15,27.51,28.94,0.88,29.17,28.29,21.12,85.12,1.76
2018,5,16,29.01,26.25,27.63,29,0.3,29.17,28.87,21.3,85,0.48
2018,5,17,28.82,25.35,27.08,29.13,0.34,28.92,28.58,20.2,81.44,0.05
2018,5,18,28.42,24.75,26.58,29.37,0.75,28.94,28.19,19.47,80.44,0.05
2018,5,19,29.01,24.54,26.77,29.49,0.91,29.47,28.55,19.23,76.81,0.04
2018,5,20,28.95,25.11,27.03,29.43,0.41,29.23,28.81,19.9,79.69,0.03
2018,5,21,28.97,25.63,27.3,29.47,0.43,29.16,28.73,20.51,82.12,0.12
2018,5,22,29.11,25.6,27.36,29.51,0.27,29.23,28.97,20.45,81.31,0.1
2018,5,23,28.69,25.09,26.9,29.7,0.5,29.02,28.52,19.84,80.81,0.07
2018,5,24,29.12,25.48,27.3,29.85,1.1,29.63,28.53,20.32,80.75,0.11
2018,5,25,29.58,25.15,27.37,29.94,0.55,29.86,29.31,19.96,77.06,0.11
2018,5,26,29.42,25.2,27.31,29.97,0.48,29.68,29.2,19.96,78,0.02
2018,5,27,29.01,25.18,27.09,30.03,0.38,29.21,28.83,19.96,79.69,0.04
2018,5,28,29.33,24.33,26.83,30.22,1.02,29.83,28.8,18.98,74.5,0.03
2018,5,29,29.58,25.52,27.55,30.21,0.33,29.73,29.4,20.39,78.81,0.06
2018,5,30,29.76,26.13,27.94,30.12,0.25,29.87,29.63,21.12,80.81,0.18
2018,5,31,29.76,26.53,28.14,30.13,0.45,29.94,29.5,21.61,82.75,1.33
2018,6,1,29.72,26.78,28.25,30.2,0.39,29.93,29.54,21.97,84.19,2.32
2018,6,2,29.51,26.58,28.05,30.26,0.61,29.78,29.16,21.73,84.25,3.38
2018,6,3,29.29,26,27.64,29.91,0.43,29.56,29.14,21,82.44,4.6
2018,6,4,29.65,25.69,27.66,29.96,0.39,29.88,29.49,20.57,79.19,2.88
2018,6,5,29.75,26.21,27.98,30.28,0.43,30,29.57,21.24,81.25,0.89
2018,6,6,30.06,26.22,28.14,30.39,0.67,30.33,29.67,21.24,79.81,1.4
2018,6,7,30.01,26.26,28.13,30.31,0.65,30.37,29.72,21.36,80.25,6.29
2018,6,8,30.15,26.21,28.18,30.39,0.42,30.39,29.97,21.36,79.38,3.88
2018,6,9,29.64,26.28,27.96,30.42,0.81,30.09,29.29,21.48,82.06,43.5
2018,6,10,30.14,27.05,28.59,30.32,0.62,30.55,29.93,22.52,83.5,14.21
2018,6,11,30.05,26.63,28.34,30.25,0.75,30.37,29.62,21.91,81.88,6.45
2018,6,12,29.58,26.41,27.99,30.26,0.91,29.88,28.97,21.61,83.12,70.6
2018,6,13,29.48,26.3,27.89,30.23,0.72,29.76,29.05,21.48,82.94,81.8
2018,6,14,29.55,26.23,27.88,30.06,0.63,29.8,29.16,21.42,82.25,14.24
2018,6,15,29.56,26.69,28.12,29.65,0.68,29.87,29.18,22.03,84.5,20.62
2018,6,16,29.09,26.3,27.69,29.58,0.57,29.47,28.9,21.42,84.81,31.1
2018,6,17,29.26,26.4,27.83,29.43,0.37,29.46,29.09,21.55,84.5,9.84
2018,6,18,29.25,26.6,27.92,29.5,0.57,29.47,28.9,21.79,85.56,9.05
2018,6,19,29.23,26.44,27.83,29.51,0.34,29.4,29.06,21.55,84.81,8.47
2018,6,20,29.22,26.43,27.83,29.54,0.71,29.51,28.8,21.55,84.88,8.36
2018,6,21,28.81,26.44,27.62,29.37,0.4,28.96,28.56,21.55,86.94,5.08
2018,6,22,28.8,25.32,27.06,29.3,0.66,29.01,28.34,20.14,81.5,2.46
2018,6,23,28.65,24.99,26.82,29.31,0.78,29,28.22,19.78,80.62,2.46
2018,6,24,28.5,25.28,26.89,29.48,0.45,28.8,28.35,20.08,82.69,2.22
2018,6,25,28.63,25.3,26.97,29.59,0.57,29,28.43,20.08,82.12,2.07
2018,6,26,28.4,25.91,27.15,29.6,0.89,28.76,27.87,20.81,86.31,4.64
2018,6,27,28.53,25.15,26.84,29.55,0.98,28.8,27.83,19.96,82,5.89
2018,6,28,28.58,25.13,26.86,29.69,0.79,29.03,28.24,19.96,81.5,1.52
2018,6,29,28.8,25.71,27.26,29.75,0.27,28.94,28.65,20.69,83.25,2.34
2018,6,30,28.79,24.94,26.87,29.72,0.38,28.97,28.58,19.78,79.75,5.9
2018,7,1,29.24,25.72,27.48,29.65,0.49,29.49,29,20.69,81.25,2.76
2018,7,2,29.44,26.16,27.8,29.45,0.29,29.55,29.26,21.24,82.44,1.96
2018,7,3,29.46,26.41,27.94,29.39,0.34,29.61,29.27,21.55,83.62,3.17
2018,7,4,29.35,26.69,28.02,29.39,0.37,29.48,29.1,21.91,85.5,9.81
2018,7,5,29.33,26.19,27.76,29.56,0.45,29.51,29.05,21.3,83.12,9.2
2018,7,6,29,25.15,27.08,29.66,0.5,29.27,28.77,20.02,79.75,12.09
2018,7,7,29.11,25.37,27.24,29.9,0.95,29.61,28.66,20.26,80.25,6.16
2018,7,8,29.3,25.82,27.56,29.93,0.31,29.51,29.19,20.81,81.5,4.34
2018,7,9,28.69,25.74,27.22,29.87,0.62,29.09,28.48,20.69,84,1.5
2018,7,10,28.51,24.5,26.51,29.78,0.85,28.98,28.12,19.29,78.88,0.08
2018,7,11,29.31,25.74,27.52,30.01,1.2,29.9,28.71,20.75,81.06,4.4
2018,7,12,28.86,25.84,27.35,30.03,0.83,29.36,28.53,20.81,83.69,21.14
2018,7,13,28.98,25.51,27.24,29.69,0.25,29.08,28.84,20.45,81.5,15.47
2018,7,14,28.63,25.49,27.06,29.54,0.81,28.95,28.14,20.39,83.06,33.3
2018,7,15,28.62,25.58,27.1,29.31,0.43,28.81,28.38,20.51,83.56,2.94
2018,7,16,29,26.56,27.78,29.11,0.63,29.3,28.66,21.85,86.62,27.89
2018,7,17,29.14,26.81,27.98,29.08,0.3,29.3,28.99,22.16,87.19,17.07
2018,7,18,28.51,25.94,27.23,28.98,0.8,28.96,28.15,21,85.94,30.05
2018,7,19,28.48,25.79,27.13,29.08,0.77,28.8,28.04,20.75,85.25,8.31
2018,7,20,28.49,25.78,27.13,29.25,0.62,28.78,28.15,20.81,85.19,5.51
2018,7,21,28.19,25.76,26.98,29.3,1.3,28.83,27.53,20.87,86.62,28.83
2018,7,22,28.98,26.05,27.51,29.3,0.84,29.26,28.42,21.18,84.12,18.28
2018,7,23,29.08,26.57,27.83,29.26,0.53,29.24,28.71,21.79,86.25,6.71
2018,7,24,28.72,26.23,27.47,29.33,0.32,28.87,28.55,21.3,86.31,24.19
2018,7,25,28.02,25.71,26.87,29.37,0.68,28.44,27.76,20.63,87.12,8.69
2018,7,26,27.96,24.9,26.44,29.51,0.87,28.36,27.49,19.65,83.38,1.74
2018,7,27,28.3,24.78,26.54,29.59,0.99,28.69,27.7,19.53,81.25,0.73
2018,7,28,28.48,23.67,26.08,29.84,0.84,28.95,28.11,18.25,75.19,0.21
2018,7,29,28.99,24.51,26.75,30.01,0.84,29.44,28.61,19.23,76.69,0
2018,7,30,29.46,25.47,27.46,29.92,0.39,29.67,29.29,20.39,79.06,0.05
2018,7,31,29.2,26.44,27.82,29.81,0.6,29.5,28.9,21.61,85,0.6
2018,8,1,29.66,26.65,28.15,29.87,0.59,29.98,29.39,21.91,83.81,1.18
2018,8,2,29.89,26.43,28.15,29.89,0.38,30.07,29.69,21.61,81.62,1.68
2018,8,3,29.69,26.33,28.01,29.9,0.28,29.83,29.55,21.48,82.06,0.54
2018,8,4,29.35,25.46,27.4,30.05,0.31,29.52,29.22,20.39,79.56,2.72
2018,8,5,29.2,25.37,27.29,30.17,0.23,29.34,29.12,20.26,79.81,2.63
